,text,re,fav
1625,"['that', 'cal', 'grand', 'slam', 'httpstcodjavjuwzo', 'worldsery', 'pre', 'tmobl', 'httpstcoedlkomnhkz']",88,324
1626,"['talk', 'clos', 'worldsery', 'httpstcowqqyxinp', 'pres', 'tmobl', 'httpstcoymsupacjjg']",101,287
1627,"['jason', 'heyward', 'watch', 'httpstcoadwtolb', 'worldsery', 'pre', 'tmobl', 'httpstcojjnqeoetz']",643,2943
1628,"['krisbry', 'get', 'cub', 'hug', 'start', 'gam', 'httpstcovcotdrjmj', 'worldsery', 'pre', 'tmobl', 'httpstcoiyaqzvfg']",37,216
1629,"['cub', 'nee', 'tomorrow', 'jarriet', 'del', 'httpstcoxlyzms', 'worldsery', 'pre', 'tmobl', 'httpstcoxxnncceuap']",633,2756
1630,"['forc', 'gam', 'worldsery', 'pre', 'tmobl', 'httpstcoxfqckk']",343,735
1631,"['every', 'kid', 'right', 'trickort', 'httpstcoptkwytgkm']",1060,2134
1632,"['boo', 'fresh', 'worldsery', 'gif', 'avail', 'mlbcom', 'clubh', 'httpstcotvmutfjxoj', 'httpstcoxavjkf']",63,276
1633,"['lit', 'halloween', 'httpstcovqkkuoklf']",56,174
1634,"['halloween', 'on', 'day', 'year', 'bacon', 'lif', 'httpstcoyniworna']",178,535
1635,"['cub', 'fight', 'back', 'send', 'worldsery', 'gam', 'pre', 'tmobl', 'httpstcotebqxxre']",120,397
1636,"['midair', 'adjust', 'httpstcodddcdcqtsb', 'worldsery', 'pre', 'tmobl', 'httpstcotvzwngqbcc']",576,2107
1637,"['dross', 'get', 'littl', 'help', 'friend', 'httpstcovdqohtnz', 'worldsery', 'pre', 'tmobl', 'httpstcoonbsaezia']",150,401
1638,"['achapm', 'beast', 'worldsery', 'pre', 'tmobl', 'httpstcojzwyqdzx']",101,299
1639,"['krisbry', 'cub', 'highf', 'way', 'back', 'cleveland', 'httpstcolldxnlari', 'worldsery', 'pre', 'httpstcohybttieiy']",54,246
1640,"['tear', 'joy', 'bil', 'murray', 'worldsery', 'pre', 'tmobl', 'httpstcoysoperyfba']",1135,3073
1641,"['bab', 'ganoush', 'lov', 'cub', 'forc', 'gam', 'worldsery', 'pre', 'tmobl', 'httpstcoykjakgko']",256,903
1642,"['jlest', 'answ', 'cal', 'httpstcorzwghkefy', 'worldsery', 'pre', 'tmobl', 'httpstcovrovjencm']",313,1622
1643,"['lead', 'worldsery', 'httpstcopliszzrcck']",478,1245
1644,"['put', 'gam', 'away', 'thejkkid', 'httpstcoewfvubzvv', 'worldsery', 'pre', 'tmobl', 'httpstcoaaadpjwpd']",37,108
1645,"['tito', 'good', 'feel', 'start', 'therealslamtan', 'gam', 'httpstcoelzctrpn', 'worldsery', 'pre', 'httpstcoltnxffstg']",64,285
1646,"['watch', 'party', 'progress', 'field', 'lit', 'right', 'nowworldsery', 'pre', 'tmobl', 'httpstcoqtuydkb']",156,537
1647,"['ind', 'pen', 'lightsoutworldsery', 'pre', 'tmobl', 'httpstcohcxepugwf']",54,210
1648,"['coco', 'crisp', 'part', 'bal', 'win', 'httpstconbwsejfydu', 'worldsery', 'pre', 'tmobl', 'httpstcolytrckwcs']",50,146
1649,"['amil', 'may', 'hum', 'httpstcosszoebsf', 'worldsery', 'pre', 'tmobl', 'httpstcouzxizutzc']",135,426
1650,"['lov', 'watch', 'party', 'landworldsery', 'pre', 'tmobl', 'httpstcowzjhskzybs']",797,2307
1651,"['jarriet', 'shovin', 'httpstcodykifixa', 'worldsery', 'pre', 'tmobl', 'httpstcovnvaoamlvg']",23,140
1652,"['inconspicuousworldsery', 'pre', 'tmobl', 'httpstcotbavmgu']",71,288
1653,"['rebroadcast', 'reproduc', 'us', 'pict', 'amp', 'account', 'gam', 'without', 'express', 'writ', 'con', 'httpstcodzltoigvz']",752,2276
1654,"['work', 'mlbazfallleague', 'pay', 'kschwarb', 'worldsery', 'pre', 'tmobl', 'httpstcoffbzdybqp']",77,348
1655,"['yo', 'head', 'hom', 'three', 'win', 'away', 'worldsery', 'champ', 'pre', 'tmobl', 'httpstcodtpsiwp']",251,913
1656,"['amil', 'com', 'right', 'worldsery', 'httpstcoapqexmlkq']",130,583
1657,"['on', 'worldsery', 'pre', 'tmobl', 'httpstcoiizwiqmam']",30,155
1658,"['octob', 'amil', 'httpstcoxptoyhq', 'worldsery', 'pre', 'tmobl', 'httpstcoqoipfoosk']",32,112
1659,"['lov', 'kennylofton', 'cleveland', 'httpstcortznhbsnr', 'worldsery', 'pre', 'tmobl', 'httpstcougkcepw']",62,259
1660,"['yo', 'three', 'win', 'basebal', 'immort', 'worldsery', 'pre', 'tmobl', 'httpstcosrkoidgz']",199,655
1661,"['bet', 'tim', 'mak', 'nam', 'worldsery', 'right', 'robperez', 'httpstcoxxucvsc', 'pre', 'httpstcooeeluktc']",33,101
1662,"['ckluber', 'throwing', 'chair', 'httpstcoldejyyxvm', 'worldsery', 'pre', 'tmobl', 'httpstcosnslgoof']",55,137
1663,"['hug', 'night', 'landworldsery', 'pre', 'tmobl', 'httpstcotflsjvd']",62,176
1664,"['emot', 'worldsery', 'pre', 'tmobl', 'httpstcoyqalqstqg']",60,224
1665,"['couldnt', 'touch', 'himhappy', 'birthday', 'pedromartinez', 'httpstcondadcicsx']",207,573
1666,"['go', 'nut', 'arizzo', 'httpstcoqxvauowyas']",86,485
1667,"['lady', 'gentlem', 'nat', 'leagu', 'champsclinch', 'httpstcojwqgnr']",646,1646
1668,"['right', 'feelsnlc', 'pre', 'tmobl', 'httpstcojzxpahyfab']",118,487
1669,"['wrigley', 'lit', 'nlcs', 'pre', 'tmobl', 'httpstcoeptrgbao']",501,1656
1670,"['happy', 'look', 'likenlc', 'pre', 'tmobl', 'httpstcoxafvoqxyrf']",2804,5855
1671,"['cant', 'rememb', 'left', 'stov', 'nlcs', 'pre', 'tmobl', 'httpstcojkfwjepdhg']",332,999
1672,"['vroom', 'vroom', 'cub', 'roar', 'worldseriesnlc', 'pre', 'tmobl', 'httpstcobjtlonhgdx']",289,882
1673,"['conlc', 'mvp', 'thing', 'httpstcoaieghft']",1543,3981
1674,"['wcontrera', 'get', 'work', 'worldsery', 'httpstcojnmtzigerh', 'nlcs', 'pre', 'tmobl', 'httpstcohfpplqgcu']",31,150
1675,"['cub', 'worldsery', 'lloyd', 'dobl', 'approv', 'nlcs', 'pre', 'tmobl', 'httpstcoxmckrzfnfx']",127,394
1676,"['tim', 'nlcs', 'pre', 'tmobl', 'httpstcoygcutivi']",196,623
1677,"['scream', 'year', 'mak', 'nlcs', 'pre', 'tmobl', 'httpstcoxupey']",382,812
1678,"['first', 'tim', 'sint', 'cub', 'worldseriesnlc', 'pre', 'tmobl', 'httpstcopbvcakzhzd']",1655,2243
1679,"['may', 'birthday', 'cak', 'sweet', 'swing', 'robinsoncano', 'httpstcoyucxykvai']",252,757
1680,"['know', 'ag', 'happy', 'birthday', 'magn', 'ichiro', 'httpstcohbmwwnto']",200,564
1681,"['got', 'ta', 'step', 'gam', 'postseason', 'httpstcolupbzvvc', 'thrillofthegame', 'httpstcoppnbwdwbd']",48,186
1682,"['javybaez', 'littl', 'bit', 'everyth', 'postseason', 'httpstcoeltndiq', 'outstand', 'httpstcodjumvmhg']",78,229
1683,"['javybaez', 'twosecond', 'delaynlc', 'pre', 'tmobl', 'httpstcogukxddhjid']",709,3113
1684,"['dodg', 'lik', 'chant', 'hand', 'bal', 'claytonkersh', 'gam', 'nlcs', 'pre', 'tmobl', 'httpstconhbrltbm']",60,177
1685,"['celebr', 'every', 'generationnlc', 'pre', 'tmobl', 'httpstcoeyljcltii']",69,352
1686,"['jlest', 'want', 'shot', 'ring', 'nlcs', 'pre', 'tmobl', 'httpstcolaeevhge']",44,276
1687,"['nop', 'dont', 'nee', 'anym', 'nlcs', 'pre', 'tmobl', 'httpstcoklyraitcc']",39,170
1688,"['addisonrussel', 'build', 'quit', 'postseason', 'rsum', 'httpstcodznmoebaj', 'nlcs', 'pre', 'tmobl', 'httpstcobfxiwbrs']",39,141
1689,"['on', 'win', 'away', 'worldseriesnlc', 'pre', 'tmobl', 'httpstcooknguucts']",376,933
1690,"['jlest', 'year', 'httpstcodxcpg']",103,461
1691,"['know', 'kent', 'maed', 'fir', 'tonight', 'httpstcofudewx']",59,302
1692,"['look', 'smug', 'httpstcoivrhwggom']",64,307
1693,"['arizzo', 'nee', 'hom', 'hug', 'httpstcodyruvfcd', 'nlcs', 'pre', 'tmobl', 'httpstcoymisllaw']",171,663
1694,"['wait', 'mayb', 'dress', 'blu', 'httpstcolvfwpsrpe']",521,2503
1695,"['snap', 'hug', 'way', 'nlcs', 'httpstcoaduxrmhjyx']",784,3006
1696,"['that', 'lik', 'cub', 'fan', 'everywh', 'httpstcouxxbaii', 'nlcs', 'httpstcobarakjrd']",188,610
1697,"['await', 'worldsery', 'oppon', 'lik', 'httpstcovvnjkzfx']",243,969
1698,"['keep', 'win', 'keep', 'win', 'httpstcoehprqzat']",252,525
1699,"['bring', 'real', 'thing', 'httpstcovbvnqiv']",238,741
1700,"['hom', 'squad', 'goe', 'worldsery', 'httpstcodjytpup', 'httpstcojaktxyyjrg']",461,976
1701,"['clutch', 'bal', 'breath', 'prep', 'get', 'lithttpstcowsnrajkpk', 'httpstcomugsodzj']",161,362
1702,"['keep', 'calm', 'worldsery', 'httpstcogyhpnoqyb']",562,1088
1703,"['believeland', 'httpstcoiqchiwqj']",671,1335
1704,"['switchhit', 'difficwatch', 'joeybatsapplaud', 'httpstcofkcjaujzn']",241,771
1705,"['wait', 'alc', 'gam', 'lik', 'httpstcontjbjks']",170,550
1706,"['fam', 'get', 'sock', 'birthdayhappy', 'th', 'joeyb', 'httpstcozamzeffze']",76,296
1707,"['psycholog', 'warf', 'nlcs', 'pre', 'tmobl', 'httpstcowfdjxlygm']",148,319
1708,"['tak', 'nlcs', 'lead', 'pre', 'tmobl', 'httpstcodozezuyrz']",88,186
1709,"['bat', 'nightm', 'kenleyjans', 'nlcs', 'pre', 'tmobl', 'httpstcobaxcoxc']",262,484
1710,"['loud', 'chavez', 'ravin', 'nlcs', 'pre', 'tmobl', 'httpstcotamjoan']",33,107
1711,"['hil', 'yeah', 'httpstcoqhxshktnvk', 'nlcs', 'pre', 'tmobl', 'httpstcolgaqzzy']",102,372
1712,"['redturn', 'sav', 'every', 'mom', 'postseason', 'httpstcobxubeimc', 'nlcs', 'pre', 'tmobl', 'httpstcosnjybfqu']",147,464
1713,"['bluejay', 'forc', 'gam', 'alc', 'pre', 'tmobl', 'httpstcobwngmfw']",47,177
1714,"['bringerofrain', 'continu', 'monst', 'postseason', 'httpstcohjhlihqijc', 'alc', 'pre', 'tmobl', 'httpstcopaxskqmlo']",49,128
1715,"['saf', 'say', 'encadwin', 'took', 'int', 'walk', 'get', 'person', 'httpstcoklrywxdzcq', 'alc', 'pre', 'httpstcoenrgmd']",83,299
1716,"['on', 'back', 'bringerofrain', 'corn', 'httpstcobsdsuhn', 'alc', 'pre', 'tmobl', 'httpstcokzbdtslyhq']",219,558
1717,"['ckluber', 'mag', 'basebal', 'httpstcoqarfqvqlw']",115,401
1718,"['asanch', 'bring', 'filthy', 'hook', 'httpstcolqpflxjg']",78,321
1719,"['rollin', 'bday', 'party', 'lik', 'httpstcoyezbxnhbwt']",61,249
1720,"['lindorbc', 'nev', 'ceas', 'amaz', 'httpstcoqwgtljxvt', 'outstand', 'httpstcoeauzjaxj']",192,458
1721,"['httpstcofhtnyxyq', 'httpstcojvfredmo']",15,62
1722,"['three', 'oh', 'yep', 'that', 'acc', 'alc', 'pre', 'tmobl', 'httpstcoiftqvclo']",236,583
1723,"['thejkkid', 'doesnt', 'ev', 'car', 'leav', 'hang', 'right', 'alc', 'pre', 'tmobl', 'httpstcokwexuewf']",40,194
1724,"['mikenapol', 'party', 'wherev', 'lik', 'httpstcobfojppyqhk', 'alc', 'pre', 'tmobl', 'httpstcoifofxw']",71,243
1725,"['runnin', 'dreamalc', 'pre', 'tmobl', 'httpstcozmipsjaq']",158,723
1726,"['makemehateyouinonephras', 'dont', 'lik', 'basebal', 'httpstcoghygjzogj']",1258,2165
1727,"['ad', 'cameram', 'list', 'arod', 'opt', 'retirementnlc', 'pre', 'tmobl', 'httpstcobxjvsrzz']",192,697
1728,"['lov', 'nlcs', 'pre', 'tmobl', 'httpstcooqnqikzzz']",51,287
1729,"['giv', 'ac', 'lead', 'httpstcotnhyrqmyo', 'nlcs', 'pre', 'tmobl', 'httpstcojyrbc']",132,361
1730,"['javybaez', 'alway', 'find', 'camer', 'httpstcomkjwkp', 'nlcs', 'pre', 'tmobl', 'httpstcoxjxijbynj']",134,382
1731,"['thought', 'gon', 'na', 'curvebal', 'gif', 'didnt', 'younlc', 'pre', 'tmobl', 'httpstcoriaoolnczq']",138,363
1732,"['quest', 'real', 'going', 'tak', 'claytonkersh', 'thhttpstcopbldapuho', 'nlcs', 'pre', 'httpstcoycjwgtsde']",132,456
1733,"['wait', 'birthday', 'pres', 'lik', 'httpstcoifyqesjer']",105,521
1734,"['twenty', 'four', 'happy', 'birthday', 'nat', 'star', 'bharp', 'httpstcovfhkyogntk']",588,1638
1735,"['dexterfowl', 'coldblood', 'httpstcoadfvqmfcn', 'outstand', 'httpstcobderadx']",206,876
1736,"['cant', 'tak', 'ey', 'javybaez', 'on', 'second', 'httpstcobxnvqmwnh', 'nlcs', 'pre', 'tmobl', 'httpstcogtbnazjra']",189,645
1737,"['ev', 'celebr', 'hav', 'mast', 'art', 'highf', 'httpstcoqckexlvie', 'nlcs', 'pre', 'tmobl', 'httpstcocwnsjhmawk']",103,412
1738,"['yo', 'three', 'win', 'away', 'worldsery', 'httpstcodgsjlusnm']",331,1285
1739,"['miggymont', 'mom', 'httpstcolpngqercu', 'nlcs', 'pre', 'tmobl', 'httpstcoxotuzbocu']",93,486
1740,"['gam', 'real', 'happenedget', 'town', 'nlcs', 'httpstcooblrfna']",484,1470
1741,"['look', 'glov', 'httpstcobakvfant', 'thrillofthegame', 'httpstcorcxcstvd']",29,125
1742,"['lindorbc', 'win', 'httpstcolqhbeppq', 'alc', 'pre', 'tmobl', 'httpstcorputvf']",85,256
1743,"['therealslamtan', 'got', 'tak', 'nic', 'slow', 'trot', 'around', 'bas', 'httpstcoinynqyd', 'alc', 'pre', 'tmobl', 'httpstcoulatfmpqvj']",13,66
1744,"['ind', 'kingjam', 'hyp', 'alc', 'httpstcofnvdmpnm']",67,210
1745,"['beat', 'shift', 'httpstcoibcyi', 'alc', 'pre', 'tmobl', 'httpstcomdljpuimk']",284,732
1746,"['ridin', 'dirty', 'alc', 'httpstcofykutmw']",69,175
1747,"['everyon', 'cleveland', 'alc', 'httpstcosnekoyvwv']",264,758
1748,"['nah', 'ckluber', 'alc', 'httpstconbcdzvgmnv']",262,912
1749,"['glov', 'gam', 'httpstcohaoityo', 'alc', 'httpstcoofzrapupr']",72,213
1750,"['land', 'lit', 'httpstcowhjcuoxax', 'alc', 'httpstcoauasmkndbm']",219,607
1751,"['ind', 'strike', 'first', 'alc', 'httpstcocxplktxztl']",121,440
1752,"['richardjust', 'httpstcogolxqm']",0,3
1753,"['much', 'sugarnationaldessertday', 'httpstcounvvatmk']",737,1709
1754,"['friday', 'nationaldessertday', 'httpstcosgosoxun']",314,764
1755,"['champagneworthy', 'gam', 'cov', 'jonmoros', 'nlds', 'httpstcokokplbvb']",33,197
1756,"['get', 'hom', 'sup', 'wait', 'httpstcodblgxoiqw', 'nlds', 'httpstcokspkguses']",161,370
1757,"['wev', 'got', 'champagn', 'pop', 'claytonkersh', 'nlds', 'httpstcoesbeflyeuz']",457,1094
1758,"['che', 'yo', 'nlcs', 'httpstconwcsuodk']",75,265
1759,"['yo', 'good', 'hand', 'chas', 'utley', 'nlds', 'httpstcoonvsdqlb']",130,430
1760,"['everyon', 'watchingnld', 'gam', 'tonight', 'fs', 'httpstcooksdxsxnj']",134,424
1761,"['gam', 'gam', 'nlds', 'tonight', 'fs', 'httpstcofghsnkbq']",444,739
1762,"['ther', 'basebal', 'tomorrow', 'postseason', 'httpstcobrgjpwcb']",676,2610
1763,"['hasnt', 'javybaez', 'don', 'sery', 'httpstcoizomkuley', 'clinch', 'httpstcozwfohbbr']",274,872
1764,"['mom', 'plan', 'com', 'togeth', 'clinch', 'httpstcowwdontie']",282,1188
1765,"['cub', 'punch', 'nlcs', 'ticket', 'clinch', 'httpstcofzruaqs']",599,1429
1766,"['see', 'javybaez', 'tag', 'peopl', 'facebook', 'httpstconsytnrbm', 'nlds', 'httpstcodedeyt']",371,1083
1767,"['javybaez', 'hand', 'team', 'clinch', 'httpstcorroiguraf']",736,2027
1768,"['big', 'hit', 'hug', 'emot', 'httpstcolxavfknid', 'clinch', 'httpstconxddqrpjg']",225,949
1769,"['sery', 'clinch', 'httpstcojeoiywrim']",444,1040
1770,"['on', 'step', 'clos', 'clinch', 'httpstcotmrcuacha']",647,1728
1771,"['hardnos', 'noth', 'httpstcopqkwecg', 'nlds', 'httpstcovlmnrjmo']",54,149
1772,"['yungjoc', 'put', 'lin', 'httpstcodrcxljsqc', 'outstand', 'httpstcoamrjfh']",117,400
1773,"['gam', 'nlds', 'httpstcodzwhvoie']",249,664
1774,"['tir', 'joe', 'httpstcopahiqgf', 'walkoff', 'httpstcohjsacwlecl']",529,1212
1775,"['ev', 'year', 'mag', 'postseason', 'httpstcoeibnvps']",624,1364
1776,"['amil', 'beard', 'gam', 'match', 'act', 'gam', 'postseason', 'httpstcoihtgynju']",38,199
1777,"['that', 'right', 'read', 'sign', 'postseason', 'httpstcocmwbbnndd']",97,414
1778,"['coco', 'crisp', 'burn', 'form', 'team', 'httpstcoztevsgpcn', 'httpstcojsjvav']",30,153
1779,"['feel', 'thankspap', 'httpstcovafbkfqu']",4473,7866
1780,"['fenway', 'salut', 'hero', 'thankspap', 'httpstcowotqagja']",1370,2680
1781,"['look', 'good', 'play', 'good', 'httpstcotavcgifwb', 'postseason', 'httpstcoydlyzaphjg']",41,166
1782,"['ind', 'fan', 'right', 'alc', 'httpstconbvtlxxogr']",69,249
1783,"['jayson', 'wer', 'hollywood', 'sign', 'httpstcomjihockle', 'httpstcoukhmvmoyjv']",76,275
1784,"['rendon', 'rip', 'on', 'httpstcovticlt', 'postseason', 'httpstcorcsfbju']",56,220
1785,"['bryc', 'nic', 'watch', 'mlbnetwork', 'httpstcojklicqrkz']",119,388
1786,"['wor', 'bet', 'postseason', 'httpstcoxqqirpokh']",57,196
1787,"['hot', 'encadwin', 'httpstcoizniimtxz', 'httpstcofoqlft']",116,533
1788,"['postseason', 'httpstconchwnrgff']",425,1279
1789,"['saf', 'httpstconpynhdmyb', 'postseason', 'httpstcoosuaxkzcb']",283,648
1790,"['win', 'postseason', 'httpstcochnpfv']",1078,2087
1791,"['say', 'tre', 'httpstcoufsuwueez']",28,140
1792,"['shoot', 'mcgavin', 'melancon', 'httpstcodalyapph']",62,215
1793,"['rallypigeon', 'httpstcodikfwwcxeo']",112,418
1794,"['rooky', 'nerv', 'steel', 'httpstcowlhyklbk', 'httpstcowhlzrqfag']",48,172
1795,"['someon', 'cal', 'twit', 'handl', 'httpstcopusyxoalr']",146,487
1796,"['sery', 'tied', 'httpstcoqqcvuzwthl']",163,495
1797,"['moth', 'nat', 'chil', 'today', 'httpstcoolcknqdk']",107,496
1798,"['dexterfowl', 'help', 'put', 'away', 'httpstcokzwhmzpp', 'nlds', 'httpstcoxopvydyykt']",268,1572
1799,"['want', 'everyon', 'know', 'yo', 'nlds', 'httpstcohlgikmz']",227,808
1800,"['ear', 'flapjack', 'nlds', 'gam', 'mlbnetwork', 'httpstcosaaltxw']",167,587
1801,"['fanswhocatch', 'httpstcojpntwcpgrh', 'nlds', 'gam', 'mlbnetwork', 'httpstcoyogjwqyf']",61,320
1802,"['javybaez', 'could', 'lit', 'keep', 'going', 'throughout', 'entir', 'city', 'chicago', 'nlds', 'httpstconinfrhfs']",526,1531
1803,"['jlest', 'couldnt', 'part', 'best', 'friend', 'httpstconydbnkphx', 'nlds', 'httpstcofcfbdryrqj']",70,239
1804,"['offthechart', 'swag', 'httpstcoxrhjnhrg', 'nlds', 'httpstcoczbvppysmg']",1787,2954
1805,"['postseason', 'expery', 'key', 'octob', 'ent', 'jlest', 'nlds', 'httpstcopqawgsazm']",68,245
1806,"['dog', 'cat', 'liv', 'togeth', 'mass', 'hyster', 'nlds', 'httpstcoixkiddpf']",287,824
1807,"['rememb', 'cam', 'back', 'nba', 'fin', 'httpstcodtmpifkwc']",203,415
1808,"['loud', 'nois', 'nlds', 'httpstcotkkbcm']",71,195
1809,"['yellow', 'ham', 'nlds', 'httpstcoxrckrsovm']",56,142
1810,"['puigyourfriend', 'httpstcoqsxxvaxx']",291,606
1811,"['go', 'nlds', 'httpstcodwisc']",477,889
1812,"['guy', 'know', 'someth', 'man', 'postseason', 'httpstcotizfrplgbi']",47,182
1813,"['champ', 'fev', 'contagy', 'land', 'ald', 'httpstcoviwknxz']",195,529
1814,"['shak', 'yo', 'httpstcoktwzrcqrg']",355,939
1815,"['isnt', 'near', 'easy', 'kpill', 'mak', 'look', 'httpstcoupqbkgly', 'outstand', 'httpstcovacnrhwv']",43,140
1816,"['callin', 'sick', 'watch', 'gamefriday', 'lik', 'httpstcotddijdjbc']",323,847
1817,"['rooky', 'lik', 'big', 'stag', 'httpstcogksjkdcco', 'ald', 'httpstcoxxcwwlqr']",98,301
1818,"['allow', 'lindorbc', 'reintroduc', 'httpstcolzpzbzil', 'ald', 'httpstcodnjvbym']",93,230
1819,"['octob', 'httpstcopruabmi', 'ald', 'httpstcoapnkiii']",53,143
1820,"['ald', 'bring', 'httpstcovgrzytlda', 'httpstcoerbpvuar']",46,150
1821,"['bluejay', 'fan', 'everywh', 'ald', 'httpstcoebzpfgrey']",121,331
1822,"['two', 'stud', 'believ', 'httpstcomgwzonwog']",246,1075
1823,"['sfgiants', 'bullp', 'lik', 'bum', 'got', 'wildcard', 'httpstcokxyjoyfin']",340,935
1824,"['hero', 'mad', 'postseason', 'httpstcophyumcrvvk', 'wildcard', 'httpstcokrsxvxxj']",723,1611
1825,"['what', 'cool', 'madison', 'bumgarn', 'postseason', 'httpstcoqeblcerzgl', 'wildcard', 'httpstcochqdrkmfw']",165,375
1826,"['edwin', 'httpstcolqhkaezrg', 'walkoff', 'httpstcotsfdcgqw']",192,680
1827,"['tulo', 'smoo', 'httpstcoqygppcmq', 'outstand', 'httpstcohbotdozjbl']",236,695
1828,"['theyr', 'run', 'way', 'texa', 'walkoff', 'httpstcoqrxuppmmw']",331,989
1829,"['oh', 'th', 'in', 'saytim', 'encadwin', 'parrot', 'tak', 'walk', 'httpstcoqwhhokwxjl', 'walkoff', 'httpstcoprokukip']",439,991
1830,"['joeyb', 'op', 'postseason', 'best', 'way', 'know', 'httpstcoldcvymg', 'wildcard', 'httpstcofaiqjxspo']",202,640
1831,"['mstrooo', 'lit', 'alway', 'wildcard', 'httpstcooplsshqm']",200,567
1832,"['kpill', 'glov', 'seem', 'know', 'limit', 'httpstcokuvgnbhd', 'outstand', 'httpstcobgoffvqexo']",177,555
1833,"['ham', 'skipperth', 'brav', 'say', 'goodby', 'turn', 'field', 'httpstcokjxczbeu']",64,201
1834,"['tak', 'ballgam', 'vin', 'httpstcocxftkac']",223,678
1835,"['lefty', 'righty', 'result', 'httpstcogkkpeak', 'gam', 'httpstcoluxfmffr']",34,127
1836,"['httpstcoiggjqhqni', 'pitcherswhorak', 'httpstcoohvyya']",48,155
1837,"['manny', 'manny', 'pap', 'pap', 'shakeonit', 'httpstcoefpzqpbp']",403,1172
1838,"['maddux', 'smoltz', 'glavinehal', 'fam', 'hal', 'fam', 'hal', 'fam', 'httpstcobbafsngmk']",376,955
1839,"['sign', 'httpstcozmfduxwvv', 'thrillofthegame', 'httpstcotvyfoihra']",36,125
1840,"['lieutenantd', 'wan', 'na', 'startin', 'somethin', 'httpstcosilfexpq', 'httpstcoiahjodwwbd']",78,193
1841,"['got', 'ta', 'httpstcogtzcierrz']",349,826
1842,"['bring', 'em', 'httpstcommkixiwhg', 'httpstcoyonenge']",18,128
1843,"['fly', 'wal', 'httpstcotpcwdcbsf']",56,195
1844,"['that', 'on', 'hungry', 'basebal', 'dog', 'httpstcoabvtcyfjp']",196,583
1845,"['saturday', 'bird', 'httpstcobunuwa']",115,334
1846,"['year', 'ago', 'today', 'rog', 'mar', 'brok', 'bab', 'ruth', 'singleseason', 'hr', 'record', 'httpstcorouzbyej', 'httpstcoqzxoqirim']",247,535
1847,"['fav', 'isocamer', 'alway', 'adrin', 'httpstcotdpgneidge', 'httpstcoajcspwbtwi']",1346,2892
1848,"['septemberbasebal', 'httpstcojdtniouay']",137,380
1849,"['wel', 'big', 'pap', 'day', 'httpstcohcdrukssr', 'httpstcoajwvjxjgrn']",87,247
1850,"['clos', 'person', 'hanleyramirez', 'httpstcogczaubw', 'httpstcoxodjtxyte']",39,140
1851,"['jdf', 'httpstcofzatptfcd']",162,772
1852,"['bag', 'wasnt', 'cup', 'would', 'holeinon', 'httpstcozlonmbz', 'httpstcohoshcpjfo']",143,452
1853,"['davidort', 'know', 'fan', 'brav', 'el', 'tonight', 'httpstcoshjrhflxyu', 'httpstcoriqbfucvb']",63,279
1854,"['postbasebal', 'car', 'opt', 'teixeiramark', 'new', 'axem', 'twist', 'sist', 'httpstcocnkcibybqq']",27,161
1855,"['hunterp', 'cant', 'ev', 'httpstcocdhwhfk']",181,456
1856,"['put', 'dirt', 'httpstcojzazezkru', 'httpstcocmwdgmwgg']",64,183
1857,"['tre', 'yo', 'self', 'httpstcoucvcdwslum', 'httpstcockhmcyq']",60,266
1858,"['lik', 'dansby', 'httpstcodwtuwozyh', 'httpstcownlenzkx']",104,354
1859,"['absolv', 'glov', 'httpstcofsilrvvuvv', 'httpstcodukrdduy']",128,405
1860,"['noth', 'respect', 'therivalry', 'httpstcoihfkujdg', 'thankspap', 'httpstcollzgxguf']",166,468
1861,"['inceiv', 'star', 'davidort', 'thankspap', 'httpstcoqyxnulkca']",119,421
1862,"['friend', 'neighb', 'spiderm', 'httpstcoyoapbvaj']",84,283
1863,"['hat', 'hap', 'httpstcoywxweveue']",67,349
1864,"['everyon', 'nationalcoffeeday', 'httpstcovumjomoek']",220,595
1865,"['might', 'rais', 'roof', 'hunt', 'renfro', 'httpstcoenknysiw', 'httpstcofjamercsg']",216,539
1866,"['davidort', 'know', 'way', 'around', 'celebr', 'httpstcogaaoiurzs']",205,783
1867,"['realcarlosgomez', 'feel', 'httpstcodmcofhith', 'httpstcowpnuoehy']",152,445
1868,"['al', 'east', 'champ', 'lasershow', 'prob', 'httpstcoyyoknks']",401,948
1869,"['look', 'lik', 'teixeiramark', 'new', 'motto', 'httpstcotvqwivazz']",414,920
1870,"['six', 'divid', 'clinch', 'httpstcokucgiyys']",336,773
1871,"['adr', 'belt', 'mast', 'gam', 'within', 'gam', 'httpstcozvfgzjcya']",827,1346
1872,"['dont', 'act', 'lik', 'wouldnt', 'watch', 'bartolo', 'colon', 'outfield', 'httpstcogzoejrohkl', 'httpstcoguejxyxwo']",475,1048
1873,"['vin', 'httpstcosbxgdocdvr']",224,1144
1874,"['swan', 'son', 'httpstcoxurshxsb']",63,229
1875,"['dont', 'sleep', 'bringerofrain', 'defens', 'httpstcoftfvamygmv', 'httpstconnpwwfywd']",167,513
1876,"['biggest', 'mom', 'lif', 'whatev', 'dont', 'drop', 'ring', 'httpstcorhmnkwetj', 'httpstcokjygmoj']",106,272
1877,"['wingard', 'levios', 'httpstcotesogjbkqc', 'httpstcowrrwkaye']",49,174
