,text,re,fav
1538,"['prof', 'sus', 'hockfield', 'mit', 'presid', 'emerit', 'nam', 'usnew', 'stem', 'solv', 'hal', 'fam', 'hon', 'httpstcodaszhgaf']",26,66
1539,"['system', 'mitdms', 'could', 'us', 'control', 'dev', 'insid', 'nuclear', 'react', 'jet', 'engin', 'httpstcomilehguhx']",21,43
1540,"['simpl', 'techn', 'cut', 'loop', 'weak', 'mat', 'plast', 'rub', 'httpstconhgjqbqaw', 'httpstcogzsgsry']",36,64
1541,"['want', 'among', 'first', 'hear', 'hubweek', 'upd', 'httpstcoycazhwsd', 'httpstcotltcvcw']",14,26
1542,"['phil', 'erickson', 'mithaystack', 'say', 'may', 'accid', 'form', 'protect', 'bubbl', 'around', 'ear', 'httpstcosretzksks']",47,75
1543,"['birdsey', 'view', 'camp', 'stat', 'cent', 'aroundmit', 'httpstcosoeutqtx']",37,130
1544,"['rt', 'sciencemit', 'happy', 'th', 'birthday', 'edward', 'lorenz', 'fath', 'modern', 'chao', 'the', 'httpstcooafwumn', 'eapsmit', 'httpstcokkqkph']",98,0
1545,"['trox', 'cre', 'jonath', 'bobrow', 'medialab', 'emphas', 'think', 'outsid', 'box', 'lit', 'httpstcookkylesar', 'via', 'fastcompany']",73,153
1546,"['mix', 'stem', 'hum', 'cours', 'hist', 'peopl', 'anim', 'httpstcohyxwmvzfpj', 'httpstcostdxecxkaz']",19,61
1547,"['neuroscy', 'mitbrainandcog', 'rev', 'quick', 'assess', 'risk', 'reward', 'act', 'httpstcoobeugonoz']",42,68
1548,"['examin', 'rum', 'lie', 'misinform', 'us', 'polit', 'landscap', 'httpstcotdchwgqlq', 'httpstcofaktgofgi']",28,32
1549,"['rt', 'mitcom', 'com', 'stag', 'going', 'mit', 'httpstconvusjazf']",10,0
1550,"['q', 'siq', 'zheng', 'mitdusp', 'air', 'qual', 'urb', 'develop', 'chin', 'httpstcozwcxwgoh', 'httpstcofljbugpi']",8,23
1551,"['rt', 'mitalumn', 'postit', 'not', 'support', 'greet', 'mitstud', 'head', 'exam', 'aroundmit', 'httpstcohxgozsk']",31,0
1552,"['microbeinfus', 'activewear', 'mit', 'respond', 'swe', 'op', 'flap', 'ventil', 'httpstcoidskqasco', 'httpstconybjfefi']",76,141
1553,"['new', 'technolog', 'could', 'detect', 'ov', 'cant', 'month', 'ear', 'poss', 'httpstcoocczdhm', 'httpstcoktwwywzbc']",78,151
1554,"['new', 'rnaedit', 'system', 'could', 'us', 'rapid', 'inexpend', 'diseas', 'diagnos', 'httpstcotdqpffshz', 'httpstcoruzukjj']",44,111
1555,"['electrochem', 'method', 'remov', 'ev', 'tiny', 'amount', 'contamin', 'httpstcouhxinvpit', 'httpstcopssaoqoy']",74,106
1556,"['rt', 'medialab', 'boston', 'startup', 'build', 'smart', 'furnit', 'bostonglob', 'feat', 'spinoff', 'orisystem', 'amp', 'mysoof', 'httpstcogqyxpi']",41,0
1557,"['mit', 'day', 'play', 'tak', 'study', 'break', 'unwind', 'fun', 'httpstcorozkkgpf']",26,110
1558,"['year', 'mistiatmit', 'send', 'stud', 'six', 'contin', 'sum', 'httpstcofxbw', 'httpstcogmufgtpsiu']",35,66
1559,"['win', 'mitk', 'startup', 'mak', 'opt', 'chip', 'perform', 'ai', 'comput', 'light', 'spee', 'httpstcojhqhplf']",26,60
1560,"['engin', 'mitcsail', 'hop', 'mak', 'dron', 'cinematograph', 'simpl', 'access', 'httpstcoymypcq', 'httpstcodauoky']",53,93
1561,"['mit', 'spaaaac', 'astrof', 'sm', 'rec', 'spok', 'mitstud', 'spacest', 'httpstcotvkvzogic']",12,65
1562,"['yep', 'starfight', 'grab', 'starwarsthem', 'mitmech', 'competit', 'httpstcokgephfjc', 'maythetorquebewithyou']",24,67
1563,"['us', 'cassinisaturn', 'dat', 'eapsmit', 'research', 'find', 'tit', 'landscap', 'resembl', 'mar', 'ear', 'httpstcoordjmyunl']",24,42
1564,"['rt', 'mitsloanexec', 'day', 'lif', 'mitslo', 'stud', 'amak', 'nnej', 'mba', 'httpstcokpcqmbgct', 'httpstcolunfclscy']",7,0
1565,"['richard', 'schrock', 'nobel', 'laur', 'profess', 'chemistrymit', 'mit', 'kil', 'award', 'congr', 'httpstcofrumuixcq']",11,57
1566,"['mit', 'grad', 'stud', 'manish', 'moh', 'develop', 'smel', 'camer', 'help', 'feel', 'hom', 'httpstconaxsgavyb', 'via', 'httpstcoiohufutz']",37,61
1567,"['rt', 'mitwten', 'tbt', 'ninj', 'day', 'happy', 'last', 'day', 'class', 'httpstcoklfqgbeqa']",9,0
1568,"['rt', 'mitmech', 'beauty', 'day', 'us', 'autonom', 'marin', 'surfac', 'vehic', 'charl', 'last', 'night', 'mark', 'fin', 'competit', 'cl']",17,0
1569,"['last', 'day', 'class', 'go', 'crush', 'fin', 'mitstud', 'httpstcomizrnabfc']",33,117
1570,"['mit', 'seny', 'tiffany', 'yeh', 'expl', 'heal', 'car', 'poverty', 'work', 'abroad', 'httpstcoidjjxtdpi', 'httpstcoqvxqsys']",20,54
1571,"['rt', 'mitengin', 'fem', 'stud', 'engin', 'team', 'inv', 'text', 'brail', 'convert', 'design', 'mak', 'diff', 'httpstcourppt']",55,0
1572,"['rt', 'sciencemit', 'prof', 'kristin', 'bergman', 'stud', 'fly', 'dron', 'dea', 'valley', 'study', 'sedy', 'hist', 'httpstcomdeeqx']",11,0
1573,"['fin', 'feel', 'lik', 'spring', 'aroundmit', 'httpstcocsbrdnu']",53,213
1574,"['new', 'mit', 'report', 'outlin', 'framework', 'expand', 'institut', 'intern', 'eng', 'httpstcoxjvnnfvz']",32,46
1575,"['mak', 'therapeut', 'brain', 'impl', 'smal', 'could', 'lead', 'saf', 'drug', 'delivery', 'httpstcoorwatamwx', 'httpstcodmevvnwj']",36,63
1576,"['mit', 'neuroscy', 'develop', 'new', 'understand', 'mem', 'form', 'httpstcottgqncarj', 'httpstcoecwgsogvy']",85,117
1577,"['rt', 'medialab', 'metaph', 'quest', 'wonderinganim', 'talk', 'broad', 'mindcontrol', 'sperm', 'project', 'httpstc']",35,0
1578,"['rt', 'mitslo', 'technolog', 'cre', 'opportun', 'destroy', 'httpstcosczjdi', 'httpstcokzzbzsfrm']",58,0
1579,"['get', 'mix', 'divers', 'includ', 'educ', 'softw', 'stud', 'ambit', 'httpstcozqwuiplawx']",20,61
1580,"['giv', 'char', 'problem', 'qamp', 'mitslo', 'stud', 'povertyint', 'produc', 'markrweb', 'httpstcoheaojxsj']",15,29
1581,"['look', 'year', 'ep', 'starwarsthem', 'fin', 'competit', 'httpstconesxgpman', 'maythetorquebewithyou', 'httpstcojjrmqwqk']",20,47
1582,"['sci', 'kochinstitut', 'mitbiolog', 'ident', 'key', 'step', 'lung', 'cant', 'evolv', 'httpstcofowapr']",28,51
1583,"['feel', 'good', 'work', 'mean', 'someth', 'peopl', 'liv', 'mit', 'seny', 'elizabe', 'rid', 'httpstcofzdrddvt']",19,68
1584,"['rt', 'mitalumn', 'lot', 'rain', 'mean', 'lot', 'green', 'mit', 'aroundmit', 'httpstcoscqnfbefb', 'httpstconxomcjre']",23,0
1585,"['congrat', 'new', 'ten', 'profess', 'mitengin', 'httpstcopumbbmcuj', 'httpstcozyxboeh']",34,128
1586,"['rt', 'wbur', 'mit', 'prof', 'innov', 'tiniest', 'poss', 'scal', 'develop', 'tool', 'see', 'target', 'kil', 'cant', 'cel', 'httpstcor']",42,0
1587,"['celebr', 'year', 'scratch', 'vis', 'cod', 'program', 'kid', 'develop', 'mit', 'httpstcomtqyhpiun', 'httpstcowyayzoc']",124,206
1588,"['study', 'eapsmit', 'find', 'world', 'strongest', 'storm', 'grow', 'ev', 'stronger', 'globalwarm', 'httpstcoslalxubk']",34,43
1589,"['new', 'chem', 'method', 'select', 'remov', 'micropollut', 'wat', 'httpstcowhbcfqssit', 'httpstcouzzkcnmux']",52,93
1590,"['engin', 'mit', 'cre', 'rna', 'vaccin', 'may', 'protect', 'zik', 'vir', 'httpstcoffperzlag', 'httpstcoqezpmcpyg']",70,111
1591,"['vic', 'presid', 'research', 'eapsmit', 'profess', 'mariazub', 'stand', 'proud', 'son', 'happymothersday', 'httpstcoyiqnkwznv']",13,84
1592,"['assocy', 'profess', 'katharin', 'ribbeck', 'mitdeptofb', 'enjoy', 'quiet', 'mom', 'daught', 'happymothersday', 'httpstcovqzlmfelk']",8,52
1593,"['siq', 'zheng', 'assocy', 'profess', 'mitdusp', 'facul', 'direct', 'stllabmit', 'get', 'sil', 'son', 'httpstcofacudfjb']",11,58
1594,"['hadley', 'sik', 'assocy', 'profess', 'mitchem', 'hang', 'three', 'childr', 'happymothersday', 'httpstcockwrxrj']",10,84
1595,"['andre', 'campbel', 'head', 'mitpolisc', 'smil', 'two', 'son', 'happymothersday', 'httpstcokqpyybkjs']",10,79
1596,"['kristal', 'prath', 'assocy', 'profess', 'mitchem', 'enjoy', 'spring', 'mom', 'daught', 'happymothersday', 'httpstcostktixjx']",8,86
1597,"['what', 'lik', 'mitdeptofb', 'kochinstitut', 'engin', 'mom', 'angel', 'koehl', 'mothersday', 'story', 'httpstconryexfdbxv']",10,57
1598,"['marian', 'arcay', 'assist', 'profess', 'mitdusp', 'tak', 'beach', 'day', 'son', 'max', 'happymothersday', 'httpstcoawmbqwyo']",10,74
1599,"['evelyn', 'wang', 'assocy', 'profess', 'mitmech', 'cuddl', 'son', 'apollo', 'happymothersday', 'httpstcopuqbrzdwq']",13,78
1600,"['assist', 'profess', 'eapsmit', 'kristin', 'bergman', 'tak', 'son', 'sail', 'happymothersday', 'httpstcolngchnar']",10,63
1601,"['assist', 'profess', 'mitphys', 'annafrebel', 'dec', 'east', 'eg', 'son', 'happymothersday', 'httpstcottipbvwz']",10,83
1602,"['janel', 'knoxhay', 'assocy', 'profess', 'mitdusp', 'pos', 'littl', 'lady', 'happymothersday', 'httpstcolnpne']",19,95
1603,"['profess', 'suzan', 'berg', 'mitpolisc', 'son', 'daniel', 'keniston', 'mitcom', 'happymothersday', 'httpstcophwvpgw']",14,58
1604,"['paul', 'hammond', 'head', 'mitchem', 'becam', 'mom', 'grad', 'stud', 'mothersday', 'story', 'via', 'chemherit', 'httpstcoiudhzu']",15,57
1605,"['leon', 'samson', 'profess', 'mitdeptofb', 'mitbiolog', 'goe', 'banana', 'daught', 'happymothersday', 'httpstcoovyswusdo']",10,49
1606,"['gabriell', 'carolin', 'assist', 'profess', 'mitdusp', 'smil', 'selfy', 'littl', 'on', 'happymothersday', 'httpstcojbgmthgzyf']",17,65
1607,"['air', 'last', 'night', 'episod', 'jeopardy', 'categ', 'alm', 'mat', 'know', 'quest', 'httpstcocvgwlltas']",13,68
1608,"['rt', 'mitslo', 'follow', 'mba', 'stud', 'amak', 'nnej', 'around', 'day', 'her', 'hap', 'httpstcohxbjybk', 'httpstcozpxryfcgaw']",15,0
1609,"['rt', 'mitocw', 'commun', 'sci', 'publ', 'stud', 'writ', 'profil', 'fam', 'sci', 'would', 'pick', 'httpst']",33,0
1610,"['mit', 'transform', 'kendallsqu', 'way', 'httpstcokppudizol', 'httpstconedhof']",24,70
1611,"['youssef', 'marzouk', 'mitaeroastro', 'aim', 'improv', 'predict', 'everyth', 'underground', 'pollut', 'weath', 'httpstcozvbxpqkvz']",18,31
1612,"['hom', 'strep', 'test', 'could', 'sav', 'tim', 'money', 'httpstcocftbsy', 'httpstcoukojatgz']",22,38
1613,"['stretchy', 'impl', 'fib', 'mitengin', 'may', 'assist', 'research', 'spin', 'cord', 'injury', 'httpstcolvfbwfz']",58,97
1614,"['rt', 'mitsloanexec', 'want', 'empow', 'girl', 'feel', 'belong', 'monic', 'pham', 'mit', 'sophom', 'nuclear', 'sci', 'engin', 'https']",36,0
1615,"['rt', 'sciencemit', 'block', 'newlydiscov', 'switch', 'prev', 'lung', 'cant', 'becom', 'aggress', 'httpstcouwirhxxex', 'mitbiolog']",34,0
1616,"['richard', 'feynm', 'nobelprizewin', 'phys', 'born', 'otd', 'httpstcorcecdbme']",47,125
1617,"['mit', 'jpaln', 'research', 'test', 'strategies', 'reduc', 'recid', 'httpstcofybdmhqre', 'httpstcoiflfsbxns']",13,23
1618,"['inspir', 'child', 'toy', 'adam', 'woodwor', 'mad', 'fly', 'replic', 'lego', 'airpl', 'watch', 'httpstcokvaroezfs']",13,46
1619,"['print', 'hom', 'new', 'tech', 'medialab', 'could', 'en', 'adapt', 'build', 'construct', 'httpstcodowyjucqt']",34,72
1620,"['rt', 'scratch', 'year', 'scratch', 'releas', 'hear', 'scratchers', 'amp', 'scratch', 'team', 'memb', 'origin', 'impact', 'amp', 'fut', 'httpst']",43,0
1621,"['mit', 'stud', 'develop', 'tool', 'chang', 'liv', 'vis', 'impair', 'commun', 'httpstcobkxcclk', 'via', 'boston', 'httpstcolmvnqqz']",36,62
1622,"['new', 'mitcsail', 'approach', 'allow', 'robot', 'learn', 'wid', 'rang', 'task', 'us', 'bas', 'knowledg', 'demo', 'httpstcomwoedyxnw']",36,56
1623,"['seny', 'marlys', 'reev', 'build', 'support', 'commun', 'wom', 'aerospac', 'engin', 'httpstcoyuuyitfs', 'httpstcougccogghbw']",41,84
1624,"['rt', 'mitengin', 'mit', 'infinit', 'corrid', 'becom', 'hom', 'away', 'hom', 'grad', 'stud', 'httpstcoivfbuhgyk', 'mitgradstud', 'h']",12,0
1625,"['mit', 'research', 'develop', 'new', 'way', 'clear', 'pollut', 'wat', 'httpstcouhxinvpit', 'httpstcozklegdqns']",43,63
1626,"['lif', 'plan', 'alway', 'ev', 'becom', 'theoret', 'phys', 'kevin', 'zhou', 'httpstcogyadhgvcqm', 'httpstcoirxkckzx']",16,87
1627,"['rt', 'medialab', 'cas', 'taxpayersupport', 'vert', 'facebook', 'ethanz', 'writ', 'theatl', 'httpstcolncbrgm', 'httpstcod']",10,0
1628,"['rt', 'artsatmit', 'mit', 'selfassembl', 'lab', 'rapid', 'liquid', 'print', 'technolog', 'print', 'furnit', 'minut', 'httpstcolexkabq', 'httpst']",37,0
1629,"['rt', 'mitxonedx', 'discov', 'evalu', 'develop', 'project', 'pract', 'soc', 'respons', 'real', 'est', 'new', 'cours', 'https']",22,0
1630,"['rt', 'mitsap', 'bet', 'world', 'bet', 'plac', 'mess', 'mitsap', 'dean', 'hashim', 'sark', 'mitbetterworld', 'httpstcoelbjzbiz', 'httpstco']",17,0
1631,"['system', 'mitdms', 'could', 'us', 'control', 'dev', 'insid', 'nuclear', 'react', 'jet', 'engin', 'httpstcogakqxref']",36,77
1632,"['know', 'gilbert', 'sul', 'play', 'tak', 'mus', 'the', 'next', 'level', 'mit', 'httpstcocvrjouimpt']",13,46
1633,"['rt', 'mitshass', 'mit', 'undergrad', 'study', 'hum', 'art', 'soc', 'sci', 'find', 'httpstcotlgmmdav', 'httpstco']",50,0
1634,"['rt', 'mitocw', 'comp', 'fstops', 'diff', 'zoom', 'level', 'cours', 'mak', 'sci', 'amp', 'engin', 'pict', 'httpstcomnpfarcx', 'httpst']",17,0
1635,"['mit', 'kresg', 'auditor', 'chapel', 'off', 'op', 'may', 'fortnight', 'fest', 'ev', 'httpstcobwtojjezm']",20,72
1636,"['hap', 'us', 'mirac', 'machin', 'broadinstitut', 'presid', 'ericland', 'postopin', 'httpstcojhmdgir']",20,24
1637,"['fac', 'w', 'threat', 'environ', 'uncertainty', 'pot', 'sci', 'solv', 'import', 'subject', 'httpstcoipdzfjmes']",13,37
1638,"['mit', 'mad', 'avail', 'broad', 'swa', 'detail', 'inform', 'energy', 'us', 'carbon', 'emit', 'camp', 'httpstcoxagqynky']",34,88
1639,"['new', 'art', 'intellig', 'techn', 'deeplearn', 'rev', 'yearold', 'ide', 'httpstcowlndgfc', 'httpstcougoovgqo']",54,85
1640,"['learn', 'new', 'langu', 'wait', 'wif', 'httpstcojyloqkulw', 'httpstcojxlcqlm']",54,129
1641,"['new', 'coat', 'develop', 'mit', 'could', 'prev', 'clog', 'oil', 'gas', 'pipelin', 'watch', 'httpstcoyxeshdkq', 'httpstcogccngejmv']",68,91
1642,"['rt', 'mitengin', 'fem', 'led', 'startup', 'set', 'foc', 'help', 'vis', 'impair', 'tactil', 'print', 'text', 'brail', 'tool', 'https']",32,0
1643,"['rt', 'mitsloanexec', 'tip', 'aspir', 'consult', 'first', 'fem', 'consult', 'bcg', 'httpstcofbzkfkthog', 'httpstcoqiiozt']",9,0
1644,"['rt', 'mitsap', 'list', 'meet', 'lab', 'ongo', 'audio', 'sery', 'tak', 'insid', 'medialab', 'httpstcoablnjudids', 'httpstcowmj']",4,0
1645,"['flak', 'graph', 'proxim', 'superconduc', 'mat', 'inherit', 'mat', 'qual', 'httpstcovoobmgau']",73,74
1646,"['may', 'surpr', 'learn', 'print', 'isnt', 'ful', 'autom', 'way', 'off', 'inkjet', 'httpstcokhpbpytlry']",30,41
1647,"['rais', 'hand', 'want', 'discov', 'new', 'planet', 'publ', 'databas', 'help', 'httpstcorfmfimuy', 'httpstcobahvhgvp']",95,217
1648,"['alask', 'off', 'sign', 'foothold', 'as', 'flu', 'virus', 'en', 'ent', 'nor', 'americ', 'httpstcoomsjbysj']",18,25
1649,"['rt', 'mitenergy', 'mit', 'see', 'fund', 'program', 'support', 'earlyst', 'energy', 'research', 'read', 'year', 'new', 'innov', 'project', 'https']",20,0
1650,"['rt', 'mitalumn', 'want', 'collab', 'boston', 'innov', 'fest', 'her', 'httpstcorvjghluu', 'hubweek', 'httpstcoehed']",4,0
1651,"['year', 'top', 'sci', 'journ', 'hon', 'skil', 'mit', 'congr', 'ksjatmit', 'fellow', 'httpstconyoghpvlc']",31,73
1652,"['new', 'abd', 'lat', 'jameel', 'world', 'educ', 'lab', 'aim', 'spark', 'glob', 'renaiss', 'educ', 'httpstcoxwqelkq']",14,40
1653,"['found', 'mit', 'gradu', 'fixit', 'clin', 'help', 'peopl', 'rev', 'brok', 'item', 'httpstcovlalxiyns', 'via', 'httpstcomebeyrnzs']",21,58
1654,"['teen', 'smal', 'school', 'taiw', 'seny', 'tiffany', 'yeh', 'fil', 'day', 'model', 'un', 'stud', 'govern', 'httpstcoidjjxtdpi']",16,62
1655,"['whatev', 'plan', 'tak', 'tim', 'celebr', 'starwarsday', 'httpstcoxeulds']",79,168
1656,"['stud', 'facul', 'staff', 'com', 'togeth', 'oneworld', 'mit', 'multicult', 'fest', 'dant', 'party', 'onemit', 'httpstcofgthidwbqc']",34,70
1657,"['six', 'mit', 'elect', 'nat', 'academy', 'sci', 'thenascy', 'congrat', 'httpstcodoefkorgve']",40,95
1658,"['mit', 'lik', 'launchpad', 'tak', 'wherev', 'want', 'go', 'whatev', 'want', 'elizabe', 'rid', 'httpstcohrugbsi']",35,88
1659,"['machin', 'learn', 'on', 'hottest', 'subject', 'camp', 'httpstcogwtogbilt', 'httpstcofpnidizmsl']",79,161
1660,"['rt', 'sciencemit', 'could', 'reverseengin', 'photosynthes', 'help', 'us', 'meet', 'grow', 'demand', 'food', 'cle', 'energy', 'httpstcomvamuihkob']",27,0
1661,"['group', 'mit', 'alumn', 'stud', 'found', 'easy', 'way', 'get', 'body', 'nee', 'on', 'pil', 'httpstcolappgqi']",37,77
1662,"['architect', 'mitsap', 'transform', 'brooklin', 'gar', 'beauty', 'hom', 'httpstcohzjytdygfs', 'httpstcojoesgtta']",24,64
1663,"['introduc', 'new', 'abd', 'lat', 'jameel', 'world', 'educ', 'lab', 'jwel', 'mit', 'httpstcooozxpohqz', 'mitbetterworld', 'jameelorg']",70,79
1664,"['rt', 'mitengin', 'three', 'sail', 'hon', 'neis', 'postseason', 'accolad', 'httpstcokhdqfuajf', 'httpstcombgydjyw']",13,0
1665,"['rt', 'mitalumn', 'fxofbeauty', 'cre', 'un', 'formula', 'custom', 'littl', 'mit', 'engin', 'httpstcoywujtxjczn', 'https']",15,0
1666,"['study', 'mitecon', 'find', 'medicaid', 'paty', 'wait', 'long', 'see', 'doct', 'priv', 'ins', 'httpstcotapxkqyuzo']",24,38
1667,"['system', 'mitcsail', 'could', 'monit', 'diagnos', 'cognit', 'declin', 'cardiac', 'diseas', 'httpstcomvkvwxst', 'httpstcopzaxpyzi']",18,44
1668,"['iv', 'com', 'plac', 'sci', 'fict', 'becom', 'real', 'aguribfakim', 'presid', 'mauriti', 'httpstcojltfmbxx']",30,57
1669,"['mit', 'research', 'shown', 'mic', 'gen', 'colon', 'tum', 'clos', 'resembl', 'hum', 'tum', 'httpstcoaxtmxkbf']",29,64
1670,"['rt', 'mitxonedx', 'learn', 'calcul', 'provid', 'pathway', 'many', 'stem', 'field', 'tak', 'mooc', 'get', 'start', 'new', 'careerhttpstc']",31,0
1671,"['hubweek', 'cal', 'art', 'op', 'friday', 'get', 'submit', 'httpstcouwypjhil', 'hw', 'httpstcozkpizebjfz']",18,28
1672,"['new', 'method', 'mit', 'engin', 'control', 'sep', 'fluid', 'surfac', 'us', 'vis', 'light', 'httpstcohnlnvkv']",58,120
1673,"['beauty', 'unus', 'object', 'mad', 'hundr', 'year', 'ago', 'allow', 'us', 'diff', 'point', 'access', 'past', 'httpstcohhyadwg']",29,63
1674,"['mit', 'seny', 'victor', 'greg', 'gab', 'alb', 'intend', 'bring', 'class', 'project', 'market', 'gradu', 'httpstcoiqcgkftnqt']",31,129
1675,"['seny', 'rashee', 'august', 'advoc', 'chang', 'camp', 'capitol', 'hil', 'httpstcogoxrnamw', 'httpstcoyfxjarzgqa']",22,48
1676,"['rt', 'mitlibr', 'dont', 'know', 'rest', 'yal', 'wev', 'definit', 'got', 'fridayfeel', 'httpstcoywpuhyjsx']",31,0
1677,"['rt', 'undarkm', 'mit', 'econom', 'david', 'aut', 'discuss', 'autom', 'impact', 'fut', 'job', 'markethttpstcozbapdpbcbv', 'httpstco']",29,0
1678,"['ian', 'waitz', 'lead', 'integr', 'off', 'gradu', 'undergradu', 'educ', 'new', 'rol', 'mit', 'httpstcopnxdxsbjrr']",17,42
1679,"['rt', 'mitengin', 'real', 'insight', 'plu', 'fre', 'chocol', 'mit', 'hottest', 'ai', 'class', 'httpstcorxetgvzvdk', 'httpstcogswtyfqcak']",31,0
1680,"['know', 'mit', 'toprank', 'ballroom', 'dant', 'team', 'watch', 'httpstcocqoqcffen', 'httpstcouvkwmnlt']",26,79
1681,"['farewel', 'nasa', 'ear', 'observ', 'satellit', 'rec', 'deact', 'year', 'httpstcosjivpubqv']",34,72
1682,"['hadley', 'sik', 'bridg', 'gap', 'engin', 'publ', 'policy', 'solv', 'big', 'soc', 'problem', 'httpstcorwuruurw']",33,64
1683,"['rt', 'mitl', 'tbt', 'sum', 'upgrad', 'part', 'haystack', 'rad', 'pos', 'challeng', 'engin', 'httpstcomfstrpcj']",7,0
1684,"['rt', 'mitshass', 'world', 'brows', 'map', 'w', 'highlight', 'mit', 'hum', 'art', 'amp', 'soc', 'sci', 'research', 'around', 'glob', 'httpst']",19,0
1685,"['print', 'technolog', 'develop', 'mit', 'produc', 'build', 'ful', 'custom', 'loc', 'httpstcotvqrozfrw']",82,133
1686,"['wireless', 'pow', 'could', 'en', 'ingest', 'electron', 'httpstconpfuradrh', 'httpstcosgzkif']",48,42
1687,"['engin', 'mitmech', 'ucberkeley', 'new', 'way', 'harvest', 'fresh', 'wat', 'air', 'httpstcoybkzuey', 'httpstcotjzjatc']",54,77
1688,"['rt', 'dlabmit', 'mit', 'dlab', 'scaleup', 'fellow', 'ret', 'ful', 'swing', 'gre', 'many', 'fellow', 'back', 'com', 'soc', 'mitalumn']",11,0
1689,"['rt', 'mitshass', 'hear', 'mitecon', 'bengt', 'holmstrm', 'nobelprizewin', 'idea', 'fair', 'wis', 'hum', 'agr', 'httpstcoctxwhpmg']",11,0
1690,"['research', 'mitpicow', 'found', 'brain', 'circuit', 'en', 'splitsecond', 'decid', 'cue', 'conflict', 'httpstcotlqegcead']",27,52
1691,"['happy', 'th', 'birthday', 'im', 'pei', 'pei', 'mast', 'architect', 'design', 'medialab', 'green', 'build', 'httpstcowrlahmngp']",40,98
1692,"['new', 'techn', 'chemistrymit', 'mitchem', 'produc', 'stronger', 'polym', 'httpstconhgjqbqaw', 'httpstcopsqspvj']",28,49
1693,"['new', 'discov', 'phenomenon', 'accel', 'electron', 'ent', 'visc', 'stat', 'httpstcorhsjnwwzqx', 'httpstconzqbdjayd']",42,75
1694,"['rt', 'mitlibr', 'youv', 'stil', 'got', 'day', 'left', 'celebr', 'nat', 'poetry', 'mon', 'check', 'staff', 'pick', 'httpstcomx']",19,0
1695,"['mit', 'seny', 'lil', 'chin', 'talk', 'jeopardy', 'expery', 'med', 'at', 'mitcmsw', 'min', 'httpstcopzwazvlu']",26,110
1696,"['mit', 'research', 'develop', 'new', 'method', 'dprinting', 'could', 'mak', 'off', 'furnit', 'minut', 'forb', 'httpstcojoglcbctei']",59,96
1697,"['seen', 'collect', 'gif', 'giph', 'shar', 'enjoy', 'httpstcovhzyabja', 'httpstcoujmvadtq']",22,56
1698,"['want', 'empow', 'girl', 'feel', 'belong', 'monic', 'pham', 'mit', 'sophom', 'nuclear', 'sci', 'engin', 'httpstcodgkkzdanv']",91,227
1699,"['lov', 'cre', 'chao', 'mit', 'ol', 'jagoutz', 'geolog', 'eapsmit', 'httpstcopobstbby', 'httpstcokmpsqlmvgk']",23,73
1700,"['rt', 'mitc', 'cee', 'prof', 'elfatih', 'eltahir', 'find', 'climatechang', 'may', 'increas', 'vary', 'nil', 'riv', 'an', 'output', 'httpstco']",24,0
1701,"['sci', 'ident', 'anoth', 'pot', 'habit', 'exoplanet', 'lightyear', 'away', 'httpstcozjoyptqd', 'httpstcovfcjbtuo']",80,102
1702,"['equip', 'develop', 'mit', 'lincoln', 'lab', 'mitl', 'us', 'otd', 'transmit', 'first', 'tv', 'pict', 'via', 'sa', 'httpstcoloucvbsf']",59,116
1703,"['mit', 'rec', 'achiev', 'world', 'record', 'nuclear', 'fus', 'nextgreatdiscovery', 'energy', 'httpstcofomyztvbcs']",74,117
1704,"['heart', 'im', 'stil', 'look', 'good', 'story', 'explain', 'thing', 'see', 'world', 'around', 'httpstcokmsgoxnxz']",19,54
1705,"['lind', 'griffith', 'mad', 'nextgreatdiscovery', 'medicin', 'beg', 'inv', 'org', 'chip', 'httpstcojlqkxvs']",14,30
1706,"['study', 'k', 'nih', 'grant', 'find', 'larg', 'numb', 'help', 'gen', 'privatesect', 'pat', 'httpstcoqtbewacsy']",23,38
1707,"['nextgreatdiscovery', 'confirm', 'ex', 'quark', 'revolv', 'understand', 'mat', 'httpstcoxxjbcrgopy']",48,106
1708,"['develop', 'print', 'sol', 'cel', 'nextgreatdiscovery', 'energy', 'technolog', 'httpstcotrmmvpfqqn', 'httpstcoymzpatpk']",92,136
1709,"['mitl', 'nasatess', 'miss', 'soon', 'mak', 'nextgreatdiscovery', 'exoplanet', 'httpstcoljjrfnfq', 'httpstcoecqspzl']",72,116
1710,"['boseeinstein', 'condens', 'new', 'form', 'mat', 'nextgreatdiscovery', 'httpstcorqalvwpm', 'httpstcoorficepc']",76,238
1711,"['new', 'method', 'del', 'drug', 'nanosc', 'could', 'nextgreatdiscovery', 'medicin', 'httpstcoxgzceqa']",88,149
1712,"['hon', 'earthday', 'learn', 'hom', 'planet', 'mit', 'opencoursew', 'mitocw', 'httpstcohwxghwzuv', 'httpstcoxivtaza']",111,155
1713,"['last', 'year', 'nextgreatdiscovery', 'confirm', 'detect', 'gravit', 'wav', 'httpstcojpsdwatsa', 'httpstcohiebihxe']",89,164
1714,"['rt', 'mitc', 'tomorrow', 'ear', 'day', 'see', 'engin', 'stud', 'seek', 'solv', 'maj', 'food', 'amp', 'wat', 'sec', 'problem', 'httpstco']",42,0
